Symbol,Name,Keyword
ARYBU,ARYA Sciences Acquisition Corp II,ARYA Sciences Acquisition Corp II
ARYBW,ARYA Sciences Acquisition Corp II,ARYA Sciences Acquisition Corp II
ASA,ASA Gold and Precious Metals Limited,ASA Gold and Precious Metals
ASB,Associated Banc-Corp,Associated Banc-Corp
ASB-C,Associated Banc-Corp,Associated Banc-Corp
ASB-D,Associated Banc-Corp,Associated Banc-Corp
ASB-E,Associated Banc-Corp,Associated Banc-Corp
ASB-F,Associated Banc-Corp,Associated Banc-Corp
ASC,Ardmore Shipping Corporation,Ardmore Shipping 
ASET,FlexShares Real Assets Allocation Index Fund,FlexShares Real Assets Allocation Index Fund
ASFI,"Asta Funding, Inc.",Asta Funding
ASG,"Liberty All-Star Growth Fund, Inc.",Liberty All-Star Growth Fund
ASGI,Aberdeen Standard Global Infrastructure Income Fund,Aberdeen Standard Global Infrastructure Income Fund
ASGN,ASGN Incorporated,ASGN
ASH,Ashland Global Holdings Inc.,Ashland Global
ASIX,AdvanSix Inc.,AdvanSix
ASLN,ASLAN Pharmaceuticals Limited,ASLAN Pharmaceuticals
ASMB,"Assembly Biosciences, Inc.",Assembly Biosciences
ASML,ASML Holding N.V.,ASML
ASND,Ascendis Pharma A/S,Ascendis Pharma A/S
ASPN,"Aspen Aerogels, Inc.",Aspen Aerogels
ASPS,Altisource Portfolio Solutions S.A.,Altisource Portfolio Solutions
ASPU,Aspen Group Inc.,Aspen
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",Grupo Aeroportuario del Sureste
ASRT,"Assertio Holdings, Inc.",Assertio
ASRV,AmeriServ Financial Inc.,AmeriServ Financial
ASRVP,AmeriServ Financial Inc.,AmeriServ Financial
ASTC,Astrotech Corporation,Astrotech 
ASTE,"Astec Industries, Inc.",Astec Industries
ASUR,Asure Software Inc,Asure Software
ASX,"ASE Technology Holding Co., Ltd.",ASE Technology
ASYS,"Amtech Systems, Inc.",Amtech Systems
AT,Atlantic Power Corporation,Atlantic Power 
ATAX,"America First Multifamily Investors, L.P.",America First Multifamily Investors
ATCO,Atlas Corp.,Atlas
ATCO-D,Atlas Corp.,Atlas
ATCO-E,Atlas Corp.,Atlas
ATCO-G,Atlas Corp.,Atlas
ATCO-H,Atlas Corp.,Atlas
ATCO-I,Atlas Corp.,Atlas
ATCX,"Atlas Technical Consultants, Inc.",Atlas Technical Consultants
ATCXW,"Atlas Technical Consultants, Inc.",Atlas Technical Consultants
ATEC,"Alphatec Holdings, Inc.",Alphatec
ATEN,"A10 Networks, Inc.",A10 Networks
ATEX,Anterix Inc.,Anterix
ATGE,Adtalem Global Education Inc.,Adtalem Global Education
ATH,Athene Holding Ltd.,Athene
ATH-A,Athene Holding Ltd.,Athene
ATH-B,Athene Holding Ltd.,Athene
ATH-C,Athene Holding Ltd.,Athene
ATHE,Alterity Therapeutics Limited,Alterity Therapeutics
ATHM,Autohome Inc.,Autohome
ATHX,"Athersys, Inc.",Athersys
ATI,Allegheny Technologies Incorporated,Allegheny Technologies
ATIF,ATIF Holdings Limited,ATIF
ATKR,Atkore International Group Inc.,Atkore International
ATLC,Atlanticus Holdings Corporation,Atlanticus 
ATLO,Ames National Corporation,Ames National 
ATNI,"ATN International, Inc.",ATN International
ATNX,"Athenex, Inc.",Athenex
ATO,Atmos Energy Corporation,Atmos Energy 
ATOM,Atomera Incorporated,Atomera
ATOS,"Atossa Therapeutics, Inc.",Atossa Therapeutics
ATR,"AptarGroup, Inc.",AptarGroup
ATRA,"Atara Biotherapeutics, Inc.",Atara Biotherapeutics
ATRC,"AtriCure, Inc.",AtriCure
ATRI,Atrion Corporation,Atrion 
ATRO,Astronics Corporation,Astronics 
ATRS,"Antares Pharma, Inc.",Antares Pharma
ATSG,"Air Transport Services Group, Inc",Air Transport Services
ATTO,Atento S.A.,Atento
ATUS,"Altice USA, Inc.",Altice USA
ATV,"Acorn International, Inc.",Acorn International
ATVI,"Activision Blizzard, Inc",Activision Blizzard
ATXI,"Avenue Therapeutics, Inc.",Avenue Therapeutics
AU,AngloGold Ashanti Limited,AngloGold Ashanti
AUB,Atlantic Union Bankshares Corporation,Atlantic Union Bankshares 
AUBAP,Atlantic Union Bankshares Corporation,Atlantic Union Bankshares 
AUBN,"Auburn National Bancorporation, Inc.",Auburn National
AUDC,AudioCodes Ltd.,AudioCodes
AUPH,Aurinia Pharmaceuticals Inc,Aurinia Pharmaceuticals
AUTL,Autolus Therapeutics plc,Autolus Therapeutics
AUTO,"AutoWeb, Inc.",AutoWeb
AUVI,"Applied UV, Inc.",Applied UV
AUY,Yamana Gold Inc.,Yamana Gold
AVA,Avista Corporation,Avista 
AVAL,Grupo Aval Acciones y Valores S.A.,Grupo Aval Acciones y Valores
AVAV,"AeroVironment, Inc.",AeroVironment
AVB,"AvalonBay Communities, Inc.",AvalonBay Communities
AVCO,Avalon GloboCare Corp.,Avalon GloboCare
AVCT,"American Virtual Cloud Technologies, Inc. ",American Virtual Cloud Technologies
AVCTW,"American Virtual Cloud Technologies, Inc. ",American Virtual Cloud Technologies
AVD,American Vanguard Corporation,American Vanguard 
AVDL,Avadel Pharmaceuticals plc,Avadel Pharmaceuticals
AVEO,"AVEO Pharmaceuticals, Inc.",AVEO Pharmaceuticals
AVGO,Broadcom Inc.,Broadcom
AVGOP,Broadcom Inc.,Broadcom
AVGR,"Avinger, Inc.",Avinger
AVID,"Avid Technology, Inc.",Avid Technology
AVK,Advent Convertible and Income Fund,Advent Convertible and Income Fund
AVLR,"Avalara, Inc.",Avalara
AVNS,"Avanos Medical, Inc.",Avanos Medical
AVNT,Avient Corporation,Avient 
AVNW,"Aviat Networks, Inc.",Aviat Networks
AVRO,"AVROBIO, Inc.",AVROBIO
AVT,"Avnet, Inc.",Avnet
AVTR,"Avantor, Inc.",Avantor
AVTR-A,"Avantor, Inc.",Avantor
AVXL,Anavex Life Sciences Corp.,Anavex Life Sciences
AVY,Avery Dennison Corporation,Avery Dennison 
AVYA,Avaya Holdings Corp.,Avaya
AWF,Alliance World Dollar Government Fund II,Alliance World Dollar Government Fund II
AWH,Aspira Women's Health Inc.,Aspira Women's Health
AWI,Armstrong World Industries Inc,Armstrong World Industries
AWK,American Water Works,American Water Works
AWP,Aberdeen Global Premier Properties Fund,Aberdeen Global Premier Properties Fund
AWR,American States Water Company,American States Water
AWRE,"Aware, Inc.",Aware
AX,"Axos Financial, Inc.",Axos Financial
AXAS,Abraxas Petroleum Corporation,Abraxas Petroleum 
AXDX,"Accelerate Diagnostics, Inc.",Accelerate Diagnostics
AXGN,"AxoGen, Inc.",AxoGen
AXGT,Axovant Gene Therapies Ltd.,Axovant Gene Therapies
AXL,"American Axle & Manufacturing Holdings, Inc.",American Axle & Manufacturing
AXLA,Axcella Health Inc.,Axcella Health
AXNX,"Axonics Modulation Technologies, Inc.",Axonics Modulation Technologies
AXO,"Axos Financial, Inc.",Axos Financial
AXP,American Express Company,American Express
AXR,AMREP Corporation,AMREP 
AXS,Axis Capital Holdings Limited,Axis Capital
AXS-E,Axis Capital Holdings Limited,Axis Capital
AXSM,"Axsome Therapeutics, Inc.",Axsome Therapeutics
AXTA,Axalta Coating Systems Ltd.,Axalta Coating Systems
AXTI,AXT Inc,AXT
AY,Atlantica Sustainable Infrastructure plc,Atlantica Sustainable Infrastructure
AYI,"Acuity Brands, Inc. ",Acuity Brands
AYLA,"Ayala Pharmaceuticals, Inc.",Ayala Pharmaceuticals
AYRO,"AYRO, Inc.",AYRO
AYTU,"Aytu BioScience, Inc.",Aytu BioScience
AYX,"Alteryx, Inc.",Alteryx
AZEK,The AZEK Company Inc.,The AZEK
AZN,Astrazeneca PLC,Astrazeneca
AZO,"AutoZone, Inc.",AutoZone
AZPN,"Aspen Technology, Inc.",Aspen Technology
AZRE,Azure Power Global Limited,Azure Power Global
AZRX,"AzurRx BioPharma, Inc.",AzurRx BioPharma
AZUL,Azul S.A.,Azul
AZZ,AZZ Inc.,AZZ
B,"Barnes Group, Inc.",Barnes
BA,Boeing Company (The),Boeing
BABA,Alibaba Group Holding Limited,Alibaba
BAC,Bank of America Corporation,Bank of America 
BAC-A,Bank of America Corporation,Bank of America 
BAC-B,Bank of America Corporation,Bank of America 
BAC-C,Bank of America Corporation,Bank of America 
BAC-E,Bank of America Corporation,Bank of America 
BAC-K,Bank of America Corporation,Bank of America 
BAC-L,Bank of America Corporation,Bank of America 
BAC-M,Bank of America Corporation,Bank of America 
BAC-N,Bank of America Corporation,Bank of America 
BAF,BlackRock Income Investment Quality Trust,BlackRock Income Investment Quality Trust
BAH,Booz Allen Hamilton Holding Corporation,Booz Allen Hamilton 
BAK,Braskem S.A.,Braskem
BAM,Brookfield Asset Management Inc,Brookfield Asset Management
BANC,"Banc of California, Inc.",Banc of California
BANC-D,"Banc of California, Inc.",Banc of California
BANC-E,"Banc of California, Inc.",Banc of California
BAND,Bandwidth Inc.,Bandwidth
BANF,BancFirst Corporation,BancFirst 
BANFP,BancFirst Corporation,BancFirst 
BANR,Banner Corporation,Banner 
BANX,StoneCastle Financial Corp,StoneCastle Financial Corp
BAP,Credicorp Ltd.,Credicorp
BASI,"Bioanalytical Systems, Inc.",Bioanalytical Systems
BATRA,Liberty Media Corporation,Liberty Media 
BATRK,Liberty Media Corporation,Liberty Media 
BAX,Baxter International Inc.,Baxter International
BB,BlackBerry Limited,BlackBerry
BBAR,Banco BBVA Argentina S.A.,Banco BBVA Argentina
BBBY,Bed Bath & Beyond Inc.,Bed Bath & Beyond
BBC,Virtus LifeSci Biotech Clinical Trials ETF,Virtus LifeSci Biotech Clinical Trials ETF
BBCP,"Concrete Pumping Holdings, Inc. ",Concrete Pumping
BBD,Banco Bradesco Sa,Banco Bradesco Sa
BBDC,"Barings BDC, Inc.",Barings BDC
BBDO,Banco Bradesco Sa,Banco Bradesco Sa
BBF,BlackRock Municipal Income Investment Trust,BlackRock Municipal Income Investment Trust
BBGI,"Beasley Broadcast Group, Inc.",Beasley Broadcast
BBH,VanEck Vectors Biotech ETF,VanEck Vectors Biotech ETF
BBI,"Brickell Biotech, Inc.",Brickell Biotech
BBIO,"BridgeBio Pharma, Inc.",BridgeBio Pharma
BBK,Blackrock Municipal Bond Trust,Blackrock Municipal Bond Trust
BBL,BHP Group Plc,BHP
BBN,BalckRock Taxable Municipal Bond Trust,BalckRock Taxable Municipal Bond Trust
BBP,Virtus LifeSci Biotech Products ETF,Virtus LifeSci Biotech Products ETF
BBQ,"BBQ Holdings, Inc. ",BBQ
BBRX,"Braeburn Pharmaceuticals, Inc.",Braeburn Pharmaceuticals
BBSI,"Barrett Business Services, Inc.",Barrett Business Services
BBU,Brookfield Business Partners L.P.,Brookfield Business Partners
BBVA,Banco Bilbao Viscaya Argentaria S.A.,Banco Bilbao Viscaya Argentaria
BBW,"Build-A-Bear Workshop, Inc.",Build-A-Bear Workshop
BBX,BBX Capital Corporation,BBX Capital 
BBY,"Best Buy Co., Inc.",Best Buy
BC,Brunswick Corporation,Brunswick 
BC-A,Brunswick Corporation,Brunswick 
BC-B,Brunswick Corporation,Brunswick 
BC-C,Brunswick Corporation,Brunswick 
BCAC,Brookline Capital Acquisition Corp.,Brookline Capital Acquisition
BCACU,Brookline Capital Acquisition Corp.,Brookline Capital Acquisition
BCBP,"BCB Bancorp, Inc. (NJ)",BCB Bancorp
BCC,"Boise Cascade, L.L.C.",Boise Cascade
BCDA,"BioCardia, Inc.",BioCardia
BCDAW,"BioCardia, Inc.",BioCardia
BCE,"BCE, Inc.",BCE
BCEI,"Bonanza Creek Energy, Inc.",Bonanza Creek Energy
BCEL,"Atreca, Inc.",Atreca
BCH,Banco De Chile,Banco De Chile
BCLI,Brainstorm Cell Therapeutics Inc.,Brainstorm Cell Therapeutics
BCML,BayCom Corp,BayCom Corp
BCO,Brink's Company (The),Brink's
BCOR,"Blucora, Inc.",Blucora
BCOV,Brightcove Inc.,Brightcove
BCOW,"1895 Bancorp of Wisconsin, Inc.",1895 Bancorp of Wisconsin
BCPC,Balchem Corporation,Balchem 
BCRX,"BioCryst Pharmaceuticals, Inc.",BioCryst Pharmaceuticals
BCS,Barclays PLC,Barclays
BCSF,"Bain Capital Specialty Finance, Inc.",Bain Capital Specialty Finance
BCTG,BCTG Acquisition Corp.,BCTG Acquisition
BCTX,BriaCell Therapeutics Corp.,BriaCell Therapeutics
BCX,BlackRock Resources,BlackRock Resources
BCYC,Bicycle Therapeutics plc,Bicycle Therapeutics
BDC,Belden Inc,Belden
BDGE,"Bridge Bancorp, Inc.",Bridge Bancorp
BDJ,Blackrock Enhanced Equity Dividend Trust,Blackrock Enhanced Equity Dividend Trust
BDN,Brandywine Realty Trust,Brandywine Realty Trust
BDSI,"BioDelivery Sciences International, Inc.",BioDelivery Sciences International
BDTX,"Black Diamond Therapeutics, Inc.",Black Diamond Therapeutics
BDX,"Becton, Dickinson and Company",Becton Dickinson
BDXB,"Becton, Dickinson and Company",Becton Dickinson
BE,Bloom Energy Corporation,Bloom Energy 
BEAM,Beam Therapeutics Inc.,Beam Therapeutics
BEAT,"BioTelemetry, Inc.",BioTelemetry
BECN,"Beacon Roofing Supply, Inc.",Beacon Roofing Supply
BEDU,Bright Scholar Education Holdings Limited,Bright Scholar Education
BEKE,KE Holdings Inc,KE
BELFA,Bel Fuse Inc.,Bel Fuse
BELFB,Bel Fuse Inc.,Bel Fuse
BEN,"Franklin Resources, Inc.",Franklin Resources
BEP,Brookfield Renewable Partners L.P.,Brookfield Renewable Partners
BEP-A,Brookfield Renewable Partners L.P.,Brookfield Renewable Partners
BEPC,Brookfield Renewable Corporation,Brookfield Renewable 
BERY,"Berry Global Group, Inc.",Berry Global
BEST,BEST Inc.,BEST
BF-A,Brown Forman Corporation,Brown Forman 
BF-B,Brown Forman Corporation,Brown Forman 
BFAM,Bright Horizons Family Solutions Inc.,Bright Horizons Family Solutions
BFC,Bank First Corporation,Bank First 
BFIN,BankFinancial Corporation,BankFinancial 
BFIT,Global X Health & Wellness Thematic ETF,Global X Health & Wellness Thematic ETF
BFK,BlackRock Municipal Income Trust,BlackRock Municipal Income Trust
BFO,Blackrock Florida Municipal 2020 Term Trust,Blackrock Florida Municipal 2020 Term Trust
BFRA,Biofrontera AG,Biofrontera
BFS,"Saul Centers, Inc.",Saul Centers
BFS-D,"Saul Centers, Inc.",Saul Centers
BFS-E,"Saul Centers, Inc.",Saul Centers
BFST,"Business First Bancshares, Inc.",Business First Bancshares
BFT-U,Foley Trasimene Acquisition Corp. II,Foley Trasimene Acquisition  II
BFY,BlackRock New York Municipal Income Trust II,BlackRock New York Municipal Income Trust II
BFZ,BlackRock California Municipal Income Trust,BlackRock California Municipal Income Trust
BG,Bunge Limited,Bunge
BGB,Blackstone / GSO Strategic Credit Fund,Blackstone / GSO Strategic Credit Fund
BGCP,"BGC Partners, Inc.",BGC Partners
BGFV,Big 5 Sporting Goods Corporation,Big 5 Sporting Goods 
BGH,Babson Global Short Duration High Yield Fund,Babson Global Short Duration High Yield Fund
BGIO,BlackRock 2022 Global Income Opportunity Trust,BlackRock 2022 Global Income Opportunity Trust
BGNE,"BeiGene, Ltd.",BeiGene
BGR,BlackRock Energy and Resources Trust,BlackRock Energy and Resources Trust
BGRN,iShares Global Green Bond ETF,iShares Global Green Bond ETF
BGS,"B&G Foods, Inc.",B&G Foods
BGSF,BG Staffing Inc,BG Staffing
BGT,Blackrock Global,Blackrock Global
BGX,Blackstone GSO Long Short Credit Income Fund,Blackstone GSO Long Short Credit Income Fund
BGY,"BLACKROCK INTERNATIONAL, LTD.",BLACKROCK INTERNATIONAL
BH,Biglari Holdings Inc.,Biglari
BH-A,Biglari Holdings Inc.,Biglari
BHAT,Blue Hat Interactive Entertainment Technology,Blue Hat Interactive Entertainment Technology
BHC,Bausch Health Companies Inc.,Bausch Health Companies
BHE,"Benchmark Electronics, Inc.",Benchmark Electronics
BHF,"Brighthouse Financial, Inc.",Brighthouse Financial
BHFAL,"Brighthouse Financial, Inc.",Brighthouse Financial
BHFAO,"Brighthouse Financial, Inc.",Brighthouse Financial
BHFAP,"Brighthouse Financial, Inc.",Brighthouse Financial
BHK,Blackrock Core Bond Trust,Blackrock Core Bond Trust
BHLB,"Berkshire Hills Bancorp, Inc.",Berkshire Hills Bancorp
BHP,BHP Group Limited,BHP
BHR,Braemar Hotels & Resorts Inc.,Braemar Hotels & Resorts
BHR-B,Braemar Hotels & Resorts Inc.,Braemar Hotels & Resorts
BHR-D,Braemar Hotels & Resorts Inc.,Braemar Hotels & Resorts
BHTG,"BioHiTech Global, Inc.",BioHiTech Global
BHV,BlackRock Virginia Municipal Bond Trust,BlackRock Virginia Municipal Bond Trust
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,Biohaven Pharmaceutical
BIB,ProShares Ultra Nasdaq Biotechnology,ProShares Ultra Nasdaq Biotechnology
BICK,First Trust BICK Index Fund,First Trust BICK Index Fund
BIDU,"Baidu, Inc.",Baidu
BIF,"USLIFE Income Fund, Inc.",USLIFE Income Fund
BIG,"Big Lots, Inc.",Big Lots
BIGC,"BigCommerce Holdings, Inc.",BigCommerce
BIIB,Biogen Inc.,Biogen
BILI,Bilibili Inc.,Bilibili
BILL,"Bill.com Holdings, Inc.",Bill.com
BIMI,BOQI International Medical Inc.,BOQI International Medical
BIO,"Bio-Rad Laboratories, Inc.",Bio-Rad Laboratories
BIO-B,"Bio-Rad Laboratories, Inc.",Bio-Rad Laboratories
BIOC,"Biocept, Inc.",Biocept
BIOL,"Biolase, Inc.",Biolase
BIP,Brookfield Infrastructure Partners LP,Brookfield Infrastructure Partners
BIPC,Brookfield Infrastructure Corporation,Brookfield Infrastructure 
BIS,ProShares UltraShort Nasdaq Biotechnology,ProShares UltraShort Nasdaq Biotechnology
BIT,BlackRock Multi-Sector Income Trust,BlackRock Multi-Sector Income Trust
BITA,Bitauto Holdings Limited,Bitauto
BIVI,BioVie Inc.,BioVie
BJ,"BJ's Wholesale Club Holdings, Inc.",BJ's Wholesale Club
BJK,VanEck Vectors Gaming ETF,VanEck Vectors Gaming ETF
BJRI,"BJ's Restaurants, Inc.",BJ's Restaurants
BK,The Bank Of New York Mellon Corporation ,The Bank Of New York Mellon 
BK-C,The Bank Of New York Mellon Corporation ,The Bank Of New York Mellon 
BKCC,BlackRock Capital Investment Corporation,BlackRock Capital Investment 
BKD,Brookdale Senior Living Inc.,Brookdale Senior Living
BKE,"Buckle, Inc. (The)",Buckle
BKEP,"Blueknight Energy Partners L.P., L.L.C.",Blueknight Energy Partners
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",Blueknight Energy Partners
BKH,Black Hills Corporation,Black Hills 
BKI,"Black Knight, Inc.",Black Knight
BKK,Blackrock Municipal 2020 Term Trust,Blackrock Municipal 2020 Term Trust
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),BlackRock Investment Quality Municipal Trust
BKNG,Booking Holdings Inc.,Booking
BKR,Baker Hughes Company,Baker Hughes
BKSC,Bank of South Carolina Corp.,Bank of South Carolina
BKT,BlackRock Income Trust Inc. (The),BlackRock Income Trust
BKU,"BankUnited, Inc.",BankUnited
BKYI,"BIO-key International, Inc.",BIO-key International
BL,"BlackLine, Inc.",BlackLine
BLBD,Blue Bird Corporation,Blue Bird 
BLCM,"Bellicum Pharmaceuticals, Inc.",Bellicum Pharmaceuticals
BLCN,Reality Shares Nasdaq NextGen Economy ETF,Reality Shares Nasdaq NextGen Economy ETF
BLCT,BlueCity Holdings Limited,BlueCity
BLD,TopBuild Corp.,TopBuild
BLDP,"Ballard Power Systems, Inc.",Ballard Power Systems
BLDR,"Builders FirstSource, Inc.",Builders FirstSource
BLE,BlackRock Municipal Income Trust II,BlackRock Municipal Income Trust II
BLFS,"BioLife Solutions, Inc.",BioLife Solutions
BLI,"Berkeley Lights, Inc.",Berkeley Lights
BLIN          ,"Bridgeline Digital, Inc.",Bridgeline Digital
BLK,"BlackRock, Inc.",BlackRock
BLKB,"Blackbaud, Inc.",Blackbaud
BLL,Ball Corporation,Ball 
BLMN,"Bloomin' Brands, Inc.",Bloomin' Brands
BLNK,Blink Charging Co.,Blink Charging
BLNKW,Blink Charging Co.,Blink Charging
BLPH,"Bellerophon Therapeutics, Inc.",Bellerophon Therapeutics
BLRX,BioLineRx Ltd.,BioLineRx
BLU,BELLUS Health Inc.,BELLUS Health
BLUE,"bluebird bio, Inc.",bluebird bio
BLW,Citigroup Inc.,Citigroup
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",Banco Latinoamericano de Comercio Exterior
BMA,Macro Bank Inc.,Macro Bank
BMCH,"BMC Stock Holdings, Inc.",BMC Stock
BME,Blackrock Health Sciences Trust,Blackrock Health Sciences Trust
BMEZ,BlackRock Health Sciences Trust II,BlackRock Health Sciences Trust II
BMI,"Badger Meter, Inc.",Badger Meter
BML-G,Bank of America Corporation,Bank of America 
BML-H,Bank of America Corporation,Bank of America 
BML-J,Bank of America Corporation,Bank of America 
BML-L,Bank of America Corporation,Bank of America 
BMLP,Bank Of Montreal,Bank Of Montreal
BMO,Bank Of Montreal,Bank Of Montreal
BMRA,"Biomerica, Inc.",Biomerica
BMRC,Bank of Marin Bancorp,Bank of Marin Bancorp
BMRG,B. Riley Principal Merger Corp. II,B. Riley Principal Merger  II
BMRG-U,B. Riley Principal Merger Corp. II,B. Riley Principal Merger  II
BMRG-WS,B. Riley Principal Merger Corp. II,B. Riley Principal Merger  II
BMRN,BioMarin Pharmaceutical Inc.,BioMarin Pharmaceutical
BMTC,Bryn Mawr Bank Corporation,Bryn Mawr Bank 
BMY,Bristol-Myers Squibb Company,Bristol-Myers Squibb
BMY~,Bristol-Myers Squibb Company,Bristol-Myers Squibb
BND,Vanguard Total Bond Market ETF,Vanguard Total Bond Market ETF
BNDW,Vanguard Total World Bond ETF,Vanguard Total World Bond ETF
BNDX,Vanguard Total International Bond ETF,Vanguard Total International Bond ETF
BNED,"Barnes & Noble Education, Inc",Barnes & Noble Education
BNFT,"Benefitfocus, Inc.",Benefitfocus
BNGO,"Bionano Genomics, Inc.",Bionano Genomics
BNGOW,"Bionano Genomics, Inc.",Bionano Genomics
BNR,Burning Rock Biotech Limited,Burning Rock Biotech
BNS,Bank of Nova Scotia (The),Bank of Nova Scotia
BNSO,"Bonso Electronics International, Inc.",Bonso Electronics International
BNTC,Benitec Biopharma Inc.,Benitec Biopharma
BNTX,BioNTech SE,BioNTech SE
BNY,BlackRock New York Investment Quality Municipal Trust Inc. (Th,BlackRock New York Investment Quality Municipal Trust  (Th
BOCH,Bank of Commerce Holdings (CA),Bank of Commerce (CA)
BOE,Blackrock Global,Blackrock
BOH,Bank of Hawaii Corporation,Bank of Hawaii 
BOKF,BOK Financial Corporation,BOK Financial 
BOKFL,BOK Financial Corporation,BOK Financial 
BOMN,Boston Omaha Corporation,Boston Omaha 
BOOM,DMC Global Inc.,DMC Global
BOOT,"Boot Barn Holdings, Inc.",Boot Barn
BORR,Borr Drilling Limited,Borr Drilling
BOSC,B.O.S. Better Online Solutions,B.O.S. Better Online Solutions
